coarse_agg_weight,fine_agg_weight,current_weight,fly_ash_weight,AEA_dose,type_awra_dose,W/(C+P),design_strength,actual_strength,poor_strength,overdesign
17550,11900,5260,1320,0.63,3.95,0.39,4500,4080,yes,0.906666667
17525,11875,5265,1315,0.49,3.95,0.38,4500,4640,no,1.031111111
17500,11775,5255,1315,0.68,3.96,0.37,4500,4440,yes,0.986666667
17600,11775,5260,1325,0.52,3.95,0.38,4500,4500,no,1
17525,11900,5280,1320,0.53,3.88,0.37,4500,4750,no,1.055555556
17650,11925,5255,1315,0.58,4.08,0.38,4500,4160,yes,0.924444444
17525,11825,5260,1320,0.58,3.95,0.37,4500,4180,yes,0.928888889
17625,12000,5255,1320,0.59,4.02,0.37,4500,4810,no,1.068888889
17700,11900,5265,1320,0.6,4.01,0.38,4500,5210,no,1.157777778
17575,11925,5260,1315,0.41,4.02,0.38,4500,4670,no,1.037777778
17675,11775,5280,1315,0.63,4,0.38,4500,4470,yes,0.993333333
17550,11950,5285,1315,0.53,4.06,0.38,4500,5410,no,1.202222222
17550,12175,5255,1315,0.53,4.02,0.38,4500,4920,no,1.093333333
17525,11950,5255,1320,0.44,4.02,0.37,4500,4300,yes,0.955555556
17700,11975,5285,1330,0.43,3.93,0.37,4500,4430,yes,0.984444444
17525,11875,5255,1315,0.44,4.02,0.38,4500,4300,yes,0.955555556
17700,12050,5280,1315,0.43,4.06,0.37,4500,5230,no,1.162222222
8775,5975,2630,655,0.5,4.02,0.38,4500,4870,no,1.082222222
12300,8425,3680,920,0.51,4,0.33,4500,5880,no,1.306666667
17575,12275,5255,1315,0.46,3.96,0.35,4500,5640,no,1.253333333
19400,13400,5785,1455,0.47,4.09,0.34,4500,5480,no,1.217777778
17625,11950,5305,1315,0.43,3.99,0.36,4500,4660,no,1.035555556
17525,12075,5255,1315,0.74,4.02,0.38,4500,4290,yes,0.953333333
17525,11925,5260,1315,0.52,3.95,0.37,4500,5420,no,1.204444444
17650,11975,5295,1315,0.57,3.99,0.37,4500,6350,no,1.411111111
17525,12150,5255,1315,0.53,4.02,0.36,4500,4750,no,1.055555556
14050,9725,4210,1055,0.52,3.95,0.35,4500,4990,no,1.108888889
15800,10675,4730,1190,0.43,3.92,0.36,4500,5870,no,1.304444444
1750,1155,526,132,0.58,4,0.41,4500,5880,no,1.306666667
17600,12225,5255,1315,0.38,4.99,0.36,4500,5720,no,1.271111111
17600,12275,5255,1315,0.35,4.99,0.35,4500,5340,no,1.186666667
17550,12350,5255,1315,0.4,4.93,0.37,4500,5280,no,1.173333333
17525,12550,5260,1315,0.34,4.99,0.37,4500,5250,no,1.166666667
17550,12400,5280,1315,0.35,4.97,0.36,4500,4260,yes,0.946666667
17550,12450,5255,1320,0.3,4.99,0.36,4500,5320,no,1.182222222
8775,6225,2625,655,0.3,5.12,0.35,4500,4610,no,1.024444444
17525,12475,5290,1320,0.37,4.96,0.38,4500,5140,no,1.142222222
17525,12425,5235,1320,0.44,5,0.36,4500,7010,no,1.557777778
17500,12400,5280,1320,0.79,4.97,0.34,4500,6860,no,1.524444444
17525,12475,5285,1315,0.43,4.97,0.35,4500,5980,no,1.328888889
17500,12650,5255,1330,0.53,4.98,0.36,4500,6140,no,1.364444444
17550,12400,5285,1320,0.4,4.97,0.35,4500,6400,no,1.422222222
14000,10075,4225,1085,0.44,5.05,0.35,4500,4760,no,1.057777778
19375,13700,5785,1450,0.78,4.98,0.34,4500,6450,no,1.433333333
19325,13725,5790,1450,0.84,4.97,0.35,4500,6100,no,1.355555556
17550,12450,5260,1315,0.81,4.93,0.35,4500,5760,no,1.28
10625,7425,3155,790,0.89,5.07,0.33,4500,6120,no,1.36
17600,12400,5295,1315,0.43,4.96,0.37,4500,4410,yes,0.98
17625,12275,5255,1315,0.44,4.99,0.38,4500,4670,no,1.037777778
19225,13600,5795,1465,0.82,4.96,0.35,4500,5590,no,1.242222222
19250,13575,5810,1475,0.84,4.94,0.35,4500,6240,no,1.386666667
17500,12400,5255,1315,0.49,4.99,0.38,4500,5390,no,1.197777778
17550,12275,5285,1320,0.54,4.97,0.38,4500,5970,no,1.326666667
17475,12300,5320,1315,0.51,4.94,0.38,4500,5670,no,1.26
19250,13525,5785,1455,0.38,4.97,0.35,4500,5580,no,1.24
12350,8600,3690,925,0.46,4.94,0.37,4500,6130,no,1.362222222
19300,13725,5790,1455,0.43,5.02,0.38,4500,5080,no,1.128888889
19300,13625,5790,1450,0.4,4.97,0.38,4500,5290,no,1.175555556
17550,12325,5300,1320,0.48,5.02,0.38,4500,4630,no,1.028888889
17525,12600,5260,1315,0.44,4.99,0.39,4500,5400,no,1.2
17525,12550,5260,1325,0.4,4.98,0.37,4500,6460,no,1.435555556
17575,12350,5300,1320,0.41,4.95,0.36,4500,5100,no,1.133333333
17525,12400,5260,1320,0.35,4.98,0.38,4500,3840,yes,0.853333333
17500,12325,5310,1325,0.42,4.94,0.37,4500,4330,yes,0.962222222
17475,12300,5280,1320,0.49,4.97,0.37,4500,5310,no,1.18
17500,12300,5260,1320,0.4,5.05,0.36,4500,5050,no,1.122222222
17550,12350,5260,1320,0.38,4.98,0.37,4500,5430,no,1.206666667
17500,12350,5325,1315,0.35,4.94,0.36,4500,4680,no,1.04
17500,12275,5255,1325,0.53,4.98,0.36,4500,4380,yes,0.973333333
15725,11175,4790,1195,0.45,4.95,0.36,4500,6340,no,1.408888889
7900,5600,2370,595,0.43,4.99,0.36,4500,6200,no,1.377777778
17525,12275,5270,1315,0.47,4.98,0.36,4500,5470,no,1.215555556
17525,12050,5270,1315,0.53,4.98,0.36,4500,5390,no,1.197777778
17525,12125,5260,1315,0.53,4.99,0.37,4500,4540,no,1.008888889
15750,10775,4730,1185,0.43,5,0.35,4500,5970,no,1.326666667
17500,11975,5300,1315,0.56,5.02,0.36,4500,4900,no,1.088888889
17525,12100,5265,1320,0.63,4.98,0.36,4500,4270,yes,0.948888889
17500,11900,5275,1320,0.53,4.97,0.35,4500,5270,no,1.171111111
17575,12100,5285,1315,0.46,4.97,0.35,4500,4490,yes,0.997777778
14050,9550,4220,1055,0.48,5,0.36,4500,5370,no,1.193333333
17650,12000,5270,1315,0.52,4.98,0.36,4500,5420,no,1.204444444
17500,12100,5255,1315,0.38,4.99,0.36,4500,5920,no,1.315555556
17600,11925,5315,1325,0.48,4.94,0.37,4500,5320,no,1.182222222
17575,12025,5295,1320,0.45,4.96,0.37,4500,5420,no,1.204444444
17525,11950,5255,1315,0.38,4.99,0.37,4500,5430,no,1.206666667
5275,3625,1575,400,0.44,5.06,0.37,4500,4940,no,1.097777778
17500,12000,5255,1315,0.31,4.99,0.36,4500,5480,no,1.217777778
17525,12125,5305,1315,0.35,4.95,0.36,4500,5330,no,1.184444444
17525,11950,5300,1315,0.34,4.96,0.35,4500,5480,no,1.217777778
17575,12000,5265,1315,0.49,5.05,0.38,4500,5390,no,1.197777778
17575,11975,5265,1320,0.47,4.92,0.36,4500,5030,no,1.117777778
17600,12075,5260,1325,0.46,4.98,0.37,4500,4730,no,1.051111111
17550,11975,5255,1320,0.44,5.05,0.37,4500,5240,no,1.164444444
17550,12025,5255,1330,0.46,5.04,0.37,4500,4190,yes,0.931111111
17550,12025,5260,1320,0.38,5.05,0.37,4500,4950,no,1.1
17525,11875,5260,1315,0.38,4.99,0.36,4500,5040,no,1.12
17200,12080,5275,1325,0.7,3.95,0.38,4500,5560,no,1.235555556
17320,12200,5250,1335,0.7,3.96,0.37,4500,4890,no,1.086666667
17420,12040,5370,1375,0.68,3.87,0.37,4500,4280,yes,0.951111111
8680,6060,2710,690,0.68,3.88,0.36,4500,5440,no,1.208888889
19060,13360,5805,1460,0.84,4.01,0.37,4500,5270,no,1.171111111
8680,6080,2645,695,0.63,3.95,0.37,4500,4870,no,1.082222222
15760,10800,4735,1195,0.51,4,0.37,4500,5230,no,1.162222222
17460,12020,5260,1500,0.49,3.91,0.36,4500,4840,no,1.075555556
17500,12040,5245,1390,0.63,3.98,0.38,4500,5080,no,1.128888889
17440,12120,5255,1315,0.59,4.02,0.38,4500,5040,no,1.12
17460,12100,5260,1325,0.65,3.96,0.4,4500,4830,no,1.073333333
17520,12100,5360,1380,0.64,3.87,0.39,4500,5630,no,1.251111111
17480,12080,5265,1320,0.59,3.96,0.37,4500,4770,no,1.06
17420,12060,5345,1340,0.39,3.95,0.38,4500,5390,no,1.197777778
17480,11960,5270,1425,0.39,3.94,0.38,4500,5090,no,1.131111111
17460,11980,5300,1335,0.5,3.98,0.37,4500,4250,yes,0.944444444
17500,12020,5465,1340,0.57,3.88,0.37,4500,4210,yes,0.935555556
17460,12080,5260,1315,0.59,4.02,0.39,4500,4430,yes,0.984444444
17460,11940,5510,1310,0.57,3.83,0.38,4500,4720,no,1.048888889
17500,12180,5250,1325,0.5,3.97,0.39,4500,4920,no,1.093333333
17460,12120,5270,1325,0.59,3.96,0.38,4500,4860,no,1.08
17460,12120,5735,1325,0.59,3.99,0.35,4500,4610,no,1.024444444
17480,12160,5250,1325,0.59,4.02,0.38,4500,4860,no,1.08
17480,12140,5270,1325,0.44,4,0.38,4500,5790,no,1.286666667
17480,12100,5255,1320,0.46,3.97,0.41,4500,4830,no,1.073333333
17460,12080,5250,1320,0.5,4.02,0.38,4500,4820,no,1.071111111
17480,12100,5285,1345,0.54,3.94,0.39,4500,4920,no,1.093333333
17460,12160,5250,1325,0.59,4.02,0.38,4500,5150,no,1.144444444
1750,1155,526,132,0.6,4,0.41,4500,5020,no,1.115555556
17480,12160,5270,1325,0.5,4,0.38,4500,5070,no,1.126666667
17500,12080,5270,1320,0.55,4.01,0.37,4500,5270,no,1.171111111
17460,12080,5250,1325,0.35,4.02,0.38,4500,5170,no,1.148888889
17460,11980,5270,1320,0.35,4.01,0.37,4500,5070,no,1.126666667
17460,12060,5270,1325,0.35,4,0.39,4500,4930,no,1.095555556
17480,12200,5290,1350,0.44,3.98,0.37,4500,5190,no,1.153333333
17540,12120,5270,1320,0.49,4.01,0.38,4500,5070,no,1.126666667
17440,12100,5260,1320,0.46,4.01,0.4,4500,4750,no,1.055555556
17440,12080,5255,1370,0.44,3.94,0.39,4500,4960,no,1.102222222
17460,12040,5265,1325,0.5,4.01,0.39,4500,4250,yes,0.944444444
17460,12180,5290,1345,0.39,3.98,0.37,4500,4710,no,1.046666667
17500,12080,5270,1330,0.5,3.95,0.39,4500,4440,yes,0.986666667
17460,11940,5365,1320,0.39,3.95,0.39,4500,4950,no,1.1
17480,12140,5280,1325,0.5,4,0.37,4500,4750,no,1.055555556
17460,12040,5265,1325,0.39,3.96,0.37,4500,4260,yes,0.946666667
19200,13380,5835,1445,0.55,4,0.37,4500,4420,yes,0.982222222
19200,13300,5840,1455,0.55,3.99,0.36,4500,4670,no,1.037777778
19240,13240,5800,1455,0.45,4.01,0.37,4500,5850,no,1.3
19220,13320,5780,1465,0.35,3.98,0.37,4500,5590,no,1.242222222
19300,13300,5790,1565,0.29,3.96,0.37,4500,6160,no,1.368888889
13900,9640,4235,1060,0.3,3.97,0.37,4500,6550,no,1.455555556
19220,13340,5855,1455,0.29,3.98,0.37,4500,6340,no,1.408888889
19400,13160,5820,1445,0.29,3.96,0.37,4500,5530,no,1.228888889
19400,13040,5775,1625,0.38,3.89,0.35,4500,6590,no,1.464444444
19380,13120,5785,1475,0.4,3.97,0.36,4500,5670,no,1.26
17640,12020,5265,1315,0.41,4.01,0.38,4500,5320,no,1.182222222
17640,11980,5260,1335,0.39,4,0.37,4500,5260,no,1.168888889
17640,11960,5260,1310,0.4,3.97,0.38,4500,5460,no,1.213333333
17620,11980,5280,1285,0.3,4.02,0.4,4500,6540,no,1.453333333
17640,12040,5345,1330,0.39,3.91,0.37,4500,6240,no,1.386666667
18000,12060,5250,1335,0.3,4.01,0.38,4500,5430,no,1.206666667
19500,13200,5780,1480,0.34,4.01,0.39,4500,5670,no,1.26
19500,13140,5795,1445,0.4,3.98,0.39,4500,5100,no,1.133333333
19520,13200,5790,1445,0.35,3.98,0.37,4500,5660,no,1.257777778
17680,12060,5265,1350,0.35,3.95,0.37,4500,5850,no,1.3
17700,12020,5325,1355,0.43,3.95,0.37,4500,5300,no,1.177777778
19480,13260,5775,1465,0.25,3.98,0.38,4500,4460,yes,0.991111111
19480,13220,5780,1505,0.55,3.95,0.37,4500,5320,no,1.182222222
19460,13280,5785,1445,0.55,3.98,0.38,4500,4810,no,1.068888889
17480,12180,5250,1325,0.5,4.02,0.38,4500,6070,no,1.348888889
1680,1200,540,130,0,4.93,0.4,4500,4730,no,1.051111111
17160,12420,5300,1460,0.3,4.88,0.38,4500,5910,no,1.313333333
7700,5520,2730,640,0.27,4.36,0.33,4500,5550,no,1.233333333
18700,13580,5805,1455,0.34,5,0.37,4500,6400,no,1.422222222
18820,13540,5770,1455,0.44,4.98,0.38,4500,5700,no,1.266666667
17080,12340,5235,1325,0.35,5.03,0.36,4500,5580,no,1.24
11860,8720,3665,920,0.46,5.04,0.38,4500,5150,no,1.144444444
8540,6180,2680,655,0.45,4.95,0.37,4500,4910,no,1.091111111
15280,11080,4860,1185,0.5,4.86,0.37,4500,5300,no,1.177777778
11960,8700,3680,920,0.39,4.96,0.38,4500,5560,no,1.235555556
13600,9980,4195,1055,0.5,4.97,0.38,4500,5770,no,1.282222222
17060,12300,5265,1320,0.29,5.01,0.37,4500,4700,no,1.044444444
17920,12880,5500,1385,0.25,5.01,0.36,4500,6080,no,1.351111111
17940,13080,5515,1385,0.3,5,0.38,4500,4990,no,1.108888889
17140,12420,5240,1315,0.4,4.99,0.37,4500,6080,no,1.351111111
18780,12620,5765,1445,0.48,3.99,0.39,4500,5460,no,1.213333333
18780,12620,5820,1445,0.48,4.01,0.39,4500,5470,no,1.215555556
17180,11520,5325,1380,0.46,3.89,0.36,4500,5740,no,1.275555556
14580,9760,4505,1165,0.7,3.97,0.39,4500,5950,no,1.322222222
17100,11620,5250,1370,0.7,3.94,0.37,4500,5690,no,1.264444444
18700,13560,5750,1445,0.28,4.96,0.4,4500,6960,no,1.546666667
11900,8860,3680,965,0.29,4.97,0.38,4500,4770,no,1.06
13600,9940,4205,1065,0.37,4.95,0.38,4500,6280,no,1.395555556
16960,12340,5480,1325,0.36,4.85,0.36,4500,5900,no,1.311111111
16900,12320,5245,1325,0.37,4.98,0.36,4500,6140,no,1.364444444
18720,13480,5765,1460,0.43,4.98,0.37,4500,6350,no,1.411111111
18720,13480,5750,1440,0.39,5.01,0.37,4500,7140,no,1.586666667
18720,13500,5790,1510,0.39,4.97,0.37,4500,6300,no,1.4
16960,12220,5255,1310,0.37,4.98,0.36,4500,6040,no,1.342222222
18720,13580,5760,1455,0.3,5.03,0.39,4500,5210,no,1.157777778
17550,12000,5245,1320,0.24,4.05,0.37,4500,6470,no,1.437777778
17500,11900,5245,1325,0.4,4.06,0.38,4500,6760,no,1.502222222
17525,11975,5245,1320,0.4,4.02,0.38,4500,6220,no,1.382222222
13950,10075,4200,1055,0.38,5.02,0.36,4500,5130,no,1.14
17475,12400,5265,1315,0.32,5.02,0.34,4500,5760,no,1.28
17425,12550,6185,1310,0.43,5.02,0.32,4500,5350,no,1.188888889
17500,12475,5250,1310,0.43,5,0.35,4500,5790,no,1.286666667
19175,13800,5785,1465,0.39,4.97,0.36,4500,5150,no,1.144444444
17550,12450,5260,1310,0.4,4.99,0.34,4500,4460,yes,0.991111111
17625,12400,5265,1310,0.38,4.96,0.35,4500,5750,no,1.277777778
17725,12300,5250,1330,0.46,4.95,0.38,4500,4490,yes,0.997777778
12300,8675,3685,930,0.46,5.03,0.38,4500,4820,no,1.071111111
12300,8725,3670,935,0.43,4.99,0.39,4500,5040,no,1.12
15850,11125,4730,1180,0.39,4.97,0.39,4500,5220,no,1.16
14175,9775,4210,1055,0.4,5.01,0.38,4500,5770,no,1.282222222
17575,12275,5270,1305,0.46,5.05,0.34,4500,5730,no,1.273333333
17600,12400,5260,1330,0.46,4.98,0.37,4500,5010,no,1.113333333
19350,13600,5765,1455,0.46,5.01,0.37,4500,4920,no,1.093333333
18475,13000,5515,1390,0.43,5.01,0.36,4500,4660,no,1.035555556
8750,6200,2615,660,0.37,5.01,0.38,4500,5060,no,1.124444444
10550,7250,3170,800,0.33,4.94,0.37,4500,5500,no,1.222222222
17550,12125,5240,1335,0.27,5.02,0.37,4500,5490,no,1.22
17575,12075,5250,1315,0.29,5,0.37,4500,5210,no,1.157777778
17600,12125,5265,1305,0.38,5.02,0.37,4500,4730,no,1.051111111
17550,12200,5255,1305,0.38,5,0.39,4500,5010,no,1.113333333
17575,12225,5260,1325,0.38,4.98,0.37,4500,4900,no,1.088888889
17550,12225,5245,1320,0.38,5.03,0.37,4500,4940,no,1.097777778
17575,12150,5250,1315,0.38,5.03,0.37,4500,4600,no,1.022222222
17650,11925,5260,1305,0.38,4.97,0.39,4500,5750,no,1.277777778
17480,11780,5220,1320,0.67,4.01,0.38,4500,4560,no,1.013333333
17460,11800,5220,1315,0.58,4.04,0.4,4500,4070,yes,0.904444444
17420,11740,5255,1310,0.38,3.99,0.4,4500,5560,no,1.235555556
17480,11900,5295,1325,0.38,3.99,0.39,4500,5880,no,1.306666667
17420,11740,5235,1300,0.4,4.01,0.38,4500,5340,no,1.186666667
17540,11780,5240,1340,0.44,3.98,0.4,4500,5380,no,1.195555556
17400,11820,5250,1305,0.4,4.03,0.4,4500,5560,no,1.235555556
17480,11820,5300,1310,0.64,3.99,0.41,4500,5190,no,1.153333333
17440,11880,5240,1315,0.55,4.03,0.41,4500,4840,no,1.075555556
12240,8260,3670,915,0.52,4.01,0.41,4500,4970,no,1.104444444
8780,5920,2620,640,0.43,3.99,0.41,4500,5270,no,1.171111111
13940,9500,4205,1045,0.67,4,0.39,4500,5890,no,1.308888889
17420,11720,5285,1335,0.86,3.96,0.38,4500,5650,no,1.255555556
7020,4720,2110,530,0.83,3.94,0.41,4500,5370,no,1.193333333
17560,12200,5215,1310,0.49,4.02,0.41,4500,5980,no,1.328888889
1750,1119,526,132,0.8,4,0.41,4500,6620,no,1.471111111
10520,7240,3135,785,0.38,4.03,0.4,4500,5620,no,1.248888889
7920,5160,2385,625,0.5,3.92,0.37,4500,5090,no,1.131111111
17460,11760,5250,1320,0.52,3.99,0.38,4500,5260,no,1.168888889
17500,11980,5255,1315,0.44,3.99,0.39,4500,5400,no,1.2
17440,11900,5300,1315,0.45,3.99,0.39,4500,5630,no,1.251111111
17720,12000,5240,1355,0.58,4,0.4,4500,7370,no,1.637777778
17580,12240,5265,1315,0.68,3.98,0.4,4500,6560,no,1.457777778
17420,12240,5295,1315,0.51,3.96,0.38,4500,5870,no,1.304444444
17480,12060,5270,1340,0.59,3.99,0.39,4500,6240,no,1.386666667
17480,11960,5250,1395,0.57,3.97,0.39,4500,6640,no,1.475555556
17580,12080,5275,1480,0.59,3.91,0.38,4500,6670,no,1.482222222
17460,12080,5245,1330,0.61,4.02,0.39,4500,6130,no,1.362222222
17560,12060,5275,1355,0.48,3.95,0.4,4500,6280,no,1.395555556
17660,12000,5250,1400,0.44,3.97,0.39,4500,6420,no,1.426666667
17700,12200,5310,1335,0.45,3.97,0.39,4500,5940,no,1.32
1750,1155,526,132,0.6,4,0.41,4500,4790,no,1.064444444
7000,4780,2110,545,0.45,4.07,0.36,4500,5500,no,1.222222222
17580,12060,5255,1335,0.5,3.95,0.39,4500,4790,no,1.064444444
17540,11980,5300,1325,0.44,3.92,0.39,4500,5910,no,1.313333333
17660,11960,5295,1310,0.44,3.94,0.39,4500,5350,no,1.188888889
1750,1155,526,132,0.6,4,0.41,4500,5560,no,1.235555556
17480,12100,5270,1300,0.44,4.05,0.33,4500,5640,no,1.253333333
17480,12000,5240,1290,0.43,4.01,0.35,4500,5570,no,1.237777778
17420,12240,5230,1310,0.46,4.01,0.36,4500,4900,no,1.088888889
17660,12640,5225,1330,0.43,5,0.4,4500,5600,no,1.244444444
17580,12280,5295,1305,0.44,4.97,0.38,4500,5260,no,1.168888889
17600,12280,5250,1365,0.35,4.96,0.38,4500,6280,no,1.395555556
19620,13860,5800,1430,0.33,5.01,0.39,4500,5180,no,1.151111111
19460,13600,5795,1435,0.44,5.01,0.39,4500,5890,no,1.308888889
19340,13640,5760,1440,0.44,5,0.38,4500,5640,no,1.253333333
19180,13440,5770,1440,0.44,4.99,0.39,4500,5290,no,1.175555556
19420,13660,5780,1435,0.46,5.02,0.39,4500,5070,no,1.126666667
19480,13760,5750,1445,0.46,5,0.39,4500,5400,no,1.2
19400,13840,5775,1440,0.44,4.96,0.39,4500,5890,no,1.308888889
19240,13600,5770,1450,0.46,5.01,0.39,4500,5350,no,1.188888889
19440,13700,5810,1465,0.45,4.98,0.39,4500,5530,no,1.228888889
19300,13840,5795,1455,0.44,5.02,0.38,4500,5500,no,1.222222222
19400,13800,5800,1425,0.44,4.98,0.39,4500,5700,no,1.266666667
19620,13720,5795,1465,0.44,4.99,0.39,4500,4990,no,1.108888889
19460,13600,5810,1445,0.44,4.99,0.39,4500,4940,no,1.097777778
19340,13840,5750,1460,0.46,4.99,0.38,4500,5430,no,1.206666667
19340,13600,5780,1455,0.46,5,0.38,4500,5150,no,1.144444444
19320,13680,5765,1445,0.44,5.02,0.38,4500,4870,no,1.082222222
19480,13700,5795,1450,0.46,4.97,0.38,4500,5260,no,1.168888889
19440,13640,5785,1465,0.46,4.99,0.39,4500,5320,no,1.182222222
19580,13680,5770,1440,0.46,5.02,0.39,4500,5930,no,1.317777778
19660,13860,5755,1450,0.44,5.02,0.4,4500,5330,no,1.184444444
19640,13820,5825,1430,0.44,4.96,0.39,4500,6120,no,1.36
19300,13520,5790,1445,0.44,5,0.39,4500,5710,no,1.268888889
19320,13540,5785,1450,0.46,4.98,0.37,4500,5760,no,1.28
19580,13780,5835,1445,0.45,4.95,0.39,4500,5380,no,1.195555556
19540,13700,5735,1455,0.45,5.03,0.39,4500,5200,no,1.155555556
17500,12620,5255,1320,0.44,4.99,0.39,4500,5720,no,1.271111111
17640,12240,5255,1325,0.44,5.05,0.39,4500,5990,no,1.331111111
17600,12360,5250,1320,0.43,4.99,0.36,4500,4840,no,1.075555556
17880,12500,5255,1330,0.44,4.98,0.39,4500,4870,no,1.082222222
19440,13900,5810,1440,0.44,4.97,0.35,4500,6860,no,1.524444444
19340,13680,5790,1435,0.5,4.98,0.39,4500,5910,no,1.313333333
19380,13960,5770,1440,0.5,5.02,0.4,4500,4470,yes,0.993333333
19680,13700,5790,1455,0.48,5,0.39,4500,6100,no,1.355555556
19500,13720,5770,1465,0.48,5,0.39,4500,6370,no,1.415555556
17500,12300,5295,1325,0.48,4.95,0.38,4500,5710,no,1.268888889
17440,12280,5210,1310,0.38,5.03,0.39,4500,5130,no,1.14
17800,12360,5225,1325,0.49,5.07,0.39,4500,6080,no,1.351111111
17500,12440,5225,1310,0.38,5.05,0.39,4500,5320,no,1.182222222
17680,12160,5270,1330,0.35,5,0.39,4500,5590,no,1.242222222
17580,12420,5255,1310,0.37,5,0.39,4500,5570,no,1.237777778
17620,12380,5270,1335,0.44,4.97,0.34,4500,6820,no,1.515555556
17500,12660,5235,1305,1.31,5.05,0.4,4500,4080,yes,0.906666667
15620,11560,4740,1190,1.4,4.99,0.38,4500,6310,no,1.402222222
17500,12480,5235,1295,0.25,5.05,0.39,4500,5050,no,1.122222222
17600,12380,5255,1315,0.53,4.99,0.39,4500,6440,no,1.431111111
17600,12300,5295,1360,0.42,4.96,0.39,4500,5480,no,1.217777778
17540,12260,5235,1295,0.46,5.02,0.39,4500,5500,no,1.222222222
7900,5500,2365,595,0.44,5.07,0.39,4500,5020,no,1.115555556
17740,12260,5230,1320,0.44,5.01,0.39,4500,5140,no,1.142222222
17720,12040,5270,1320,0.41,5.01,0.39,4500,5170,no,1.148888889
8920,6060,2625,650,0.37,4.95,0.39,4500,5120,no,1.137777778
17640,11940,5280,1290,0.37,5.02,0.39,4500,5820,no,1.293333333
12360,8580,3680,915,0.35,5.05,0.39,4500,5560,no,1.235555556
17860,12180,5245,1320,0.44,5.03,0.39,4500,5440,no,1.208888889
17520,12040,5280,1320,0.45,4.97,0.39,4500,5490,no,1.22
14920,10440,4450,1110,0.38,5.04,0.4,4500,4810,no,1.068888889
17560,12340,5275,1310,0.36,4.98,0.38,4500,5480,no,1.217777778
18500,12600,5545,1395,0.4,4.96,0.39,4500,6400,no,1.422222222
17620,12060,5265,1315,0.49,4.98,0.39,4500,4910,no,1.091111111
17480,12120,5240,1305,0.37,5.01,0.39,4500,5160,no,1.146666667
17275,12500,5250,1315,0.47,4.05,0.39,4500,4530,no,1.006666667
17250,12400,5245,1310,0.31,4.06,0.38,4500,5820,no,1.293333333
17250,12525,5250,1325,0.3,4.05,0.38,4500,5450,no,1.211111111
17275,12325,5245,1320,0.55,4.05,0.38,4500,5360,no,1.191111111
17275,12525,5245,1325,0.58,4.08,0.4,4500,6100,no,1.355555556
17275,12525,5235,1325,0.7,4.07,0.39,4500,4880,no,1.084444444
10350,7500,3165,770,0.69,4.04,0.39,4500,5100,no,1.133333333
17225,12350,5255,1320,0.79,4.05,0.37,4500,4550,no,1.011111111
11675,8400,3535,885,0.79,4.03,0.36,4500,5040,no,1.12
13825,9850,4195,1050,0.57,4.06,0.37,4500,6350,no,1.411111111
17275,12475,5255,1310,0.58,4.07,0.37,4500,5910,no,1.313333333
17225,12425,5250,1325,0.58,4.03,0.37,4500,6250,no,1.388888889
17250,12475,5245,1300,0.61,4.06,0.37,4500,5900,no,1.311111111
17275,12525,5245,1320,0.7,4.05,0.37,4500,4960,no,1.102222222
17225,12475,5240,1320,0.7,4.07,0.36,4500,4900,no,1.088888889
17225,12400,5280,1325,0.7,4.04,0.39,4500,4580,no,1.017777778
17400,12400,5270,1325,0.45,4.03,0.39,4500,5680,no,1.262222222
17450,12350,5265,1325,0.46,4.05,0.39,4500,6390,no,1.42
17425,12400,5270,1325,0.45,4.03,0.39,4500,5360,no,1.191111111
15675,11125,4735,1195,0.34,3.98,0.38,4500,5760,no,1.28
17375,12350,5260,1295,0.52,3.98,0.38,4500,4490,yes,0.997777778
17375,12525,5255,1320,0.52,4.02,0.38,4500,4770,no,1.06
17350,12375,5245,1325,0.76,4.02,0.38,4500,4350,yes,0.966666667
8600,6175,2625,685,0.48,4.98,0.38,4500,4110,yes,0.913333333
17275,12475,5325,1320,0.38,4.92,0.38,4500,5780,no,1.284444444
17275,12650,5285,1315,0.55,5,0.38,4500,4970,no,1.104444444
10325,7400,3165,795,0.43,5,0.38,4500,5290,no,1.175555556
17250,12000,5260,1320,0.38,5.02,0.38,4500,5540,no,1.231111111
17300,12225,5310,1320,0.38,4.93,0.38,4500,6090,no,1.353333333
17225,12075,5235,1305,0.41,5.05,0.36,4500,5630,no,1.251111111
17740,11760,5336,1320,0.36,3.98,0.37,4500,6690,no,1.486666667
17280,12030,5220,1315,0.39,5,0.37,4500,4760,no,1.057777778
15010,10680,4625,1140,0.44,3.95,0.38,4500,5210,no,1.157777778
17160,12170,5330,1330,0.42,3.96,0.36,4500,5870,no,1.304444444
17160,12030,5340,1310,0.38,3.97,0.37,4500,5600,no,1.244444444
3910,2870,1175,285,0.8,4.11,0.34,4500,4710,no,1.046666667
17580,12110,5245,1330,0.72,4.02,0.36,4500,5700,no,1.266666667
1790,1200,520,130,0.6,3.69,0.31,4500,5900,no,1.311111111
8760,6040,2645,650,0.5,4.01,0.37,4500,6000,no,1.333333333
8760,6040,2645,650,0.5,4.01,0.37,4500,6480,no,1.44
13170,9120,3935,1015,0.57,3.96,0.36,4500,5910,no,1.313333333
13170,9120,3935,1015,0.57,3.96,0.36,4500,6350,no,1.411111111
17530,12270,5255,1315,0.61,3.96,0.35,4500,5080,no,1.128888889
